date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:09	750632/750632	---M--	200	added ('OK')	image/gif	etag:%22vc%22	https://1.bp.blogspot.com/-cNmlAyDORos/WnWZwiOkTiI/AAAAAAAAAAs/XiEzcd16hncSwKhWaDkAw-yfJccWlVsPwCLcBGAs/s1600/money.gif	D:/New%20folder/elhelm/1.bp.blogspot.com/-cNmlAyDORos/WnWZwiOkTiI/AAAAAAAAAAs/XiEzcd16hncSwKhWaDkAw-yfJccWlVsPwCLcBGAs/s1600/money.gif	(from https://elhelmnew2023.blogspot.com/)
15:15:10	75220/75220	---M--	200	added ('OK')	image/png	etag:%22v7a%22	https://1.bp.blogspot.com/-PJ1rBEFs8Jw/W6JwF7qbVbI/AAAAAAAAAHY/xe4a0-2nuqMYEUXAlpk3AIMAqxTHZAGzgCLcBGAs/s200/Screenshot_1295.png	D:/New%20folder/elhelm/1.bp.blogspot.com/-PJ1rBEFs8Jw/W6JwF7qbVbI/AAAAAAAAAHY/xe4a0-2nuqMYEUXAlpk3AIMAqxTHZAGzgCLcBGAs/s200/Screenshot_1295.png	(from https://elhelmnew2023.blogspot.com/)
15:15:10	13482/13482	---M--	200	added ('OK')	image/jpeg	etag:%22v79%22	https://3.bp.blogspot.com/-VwvW7niAiO4/W6JwAzmToDI/AAAAAAAAAHQ/YmRLnCoXyZwSjJ-aLSLz7IopixWyvrAZgCLcBGAs/s200/photo.jpg	D:/New%20folder/elhelm/3.bp.blogspot.com/-VwvW7niAiO4/W6JwAzmToDI/AAAAAAAAAHQ/YmRLnCoXyZwSjJ-aLSLz7IopixWyvrAZgCLcBGAs/s200/photo.jpg	(from https://elhelmnew2023.blogspot.com/)
15:15:10	12682/12682	---M--	200	added ('OK')	image/jpeg	etag:%22v78%22	https://3.bp.blogspot.com/-G1AHoEqC-EA/W6Jv-6YqY3I/AAAAAAAAAHM/qOjV5VJCEAM1lwIw-tHZfEDx3ATQ2xVOgCLcBGAs/s200/35.jpg	D:/New%20folder/elhelm/3.bp.blogspot.com/-G1AHoEqC-EA/W6Jv-6YqY3I/AAAAAAAAAHM/qOjV5VJCEAM1lwIw-tHZfEDx3ATQ2xVOgCLcBGAs/s200/35.jpg	(from https://elhelmnew2023.blogspot.com/)
15:15:11	10138/10138	---M--	200	added ('OK')	image/jpeg	etag:%22v77%22	https://2.bp.blogspot.com/-UPZs_IC3BNc/W6Jv-7ryRbI/AAAAAAAAAHI/ckMfRbFrTKACT-YFQ9SczXuFifSAhabqACLcBGAs/s200/maxresdefault.jpg	D:/New%20folder/elhelm/2.bp.blogspot.com/-UPZs_IC3BNc/W6Jv-7ryRbI/AAAAAAAAAHI/ckMfRbFrTKACT-YFQ9SczXuFifSAhabqACLcBGAs/s200/maxresdefault.jpg	(from https://elhelmnew2023.blogspot.com/)
15:15:11	9607/9607	---M--	200	added ('OK')	image/jpeg	etag:%22v79%22	https://2.bp.blogspot.com/-OwDGAI771N0/W6Jv8KlEg6I/AAAAAAAAAHE/d5S4JZtSp04-2Mehnuvece6_VKzbMrNQwCLcBGAs/s200/download.jpg	D:/New%20folder/elhelm/2.bp.blogspot.com/-OwDGAI771N0/W6Jv8KlEg6I/AAAAAAAAAHE/d5S4JZtSp04-2Mehnuvece6_VKzbMrNQwCLcBGAs/s200/download.jpg	(from https://elhelmnew2023.blogspot.com/)
15:15:12	10286/10286	---M--	200	added ('OK')	image/jpeg	etag:%22v75%22	https://3.bp.blogspot.com/-zi40tYAm86Q/W6Jv0HUeM2I/AAAAAAAAAHA/W5gZZdjZnmoxZtKHIDS07ZrzKHMTlELGACEwYBhgL/s200/6009096-1506062954.jpg	D:/New%20folder/elhelm/3.bp.blogspot.com/-zi40tYAm86Q/W6Jv0HUeM2I/AAAAAAAAAHA/W5gZZdjZnmoxZtKHIDS07ZrzKHMTlELGACEwYBhgL/s200/6009096-1506062954.jpg	(from https://elhelmnew2023.blogspot.com/)
15:15:13	14706/14706	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263b74b2e-3972%22	http://waust.at/d.js	D:/New%20folder/elhelm/waust.at/d.js	(from https://elhelmnew2023.blogspot.com/)
15:15:13	156297/156297	---M--	200	added ('OK')	text/javascript	date:Wed,%2004%20Jan%202023%2015:54:00%20GMT	https://www.blogger.com/static/v1/widgets/3675762886-widgets.js	D:/New%20folder/elhelm/www.blogger.com/static/v1/widgets/3675762886-widgets.js	(from https://elhelmnew2023.blogspot.com/)
15:15:14	1508/1508	---M-Z	200	added ('OK')	application/atom+xml	date:Sat,%2007%20Jan%202023%2013:13:48%20GMT	https://elhelmnew2023.blogspot.com/feeds/posts/default	D:/New%20folder/elhelm/elhelmnew2023.blogspot.com/feeds/posts/default	(from https://elhelmnew2023.blogspot.com/)
15:15:14	233/233	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jan%202023%2012:51:30%20GMT	https://www.blogger.com/img/widgets/stats-flipper.png	D:/New%20folder/elhelm/www.blogger.com/img/widgets/stats-flipper.png	(from https://www.blogger.com/static/v1/widgets/466517130-widget_css_bundle_rtl.css)
15:15:15	335/335	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Jan%202023%2014:50:38%20GMT	https://resources.blogblog.com/img/widgets/s_top.png	D:/New%20folder/elhelm/resources.blogblog.com/img/widgets/s_top.png	(from https://www.blogger.com/static/v1/widgets/466517130-widget_css_bundle_rtl.css)
15:15:15	46817/46817	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jan%202023%2013:15:12%20GMT	https://elhelmnew2023.blogspot.com/amung.us/dynamic.js	D:/New%20folder/elhelm/elhelmnew2023.blogspot.com/amung.us/dynamic.14.delayed	(from http://waust.at/d.js)
15:15:16	17817/17817	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d96959-4599%22	https://cdn.tynt.com/tc.js	D:/New%20folder/elhelm/cdn.tynt.com/tc.js	(from http://waust.at/d.js)
